"ID","CITED","CITING"
1358,647447,577331
1359,648106,1131421
1360,648106,648112
1361,648112,1131420
1362,648112,1131421
1363,648112,648106
1364,648112,648121
1365,648121,1131420
1366,648121,648106
1367,648232,567005
1368,648369,1131414
1369,649730,1131464
1370,649731,1131464
1371,649731,123825
1372,649739,1131464
1373,650807,1131549
1374,650807,1131565
1375,650814,1131550
1376,653441,1134346
1377,653441,189774
1378,653628,1133930
1379,654177,1131728
1380,654326,1131741
1381,654326,654339
1382,654339,1131741
1383,654339,654326
1384,654519,1131754
1385,656048,1131828
1386,656231,103531
1387,662250,1132073
1388,662416,1123188
1389,662572,431206
1390,671052,1132406
1391,671269,1132418
1392,671269,1132443
1393,671269,1132461
1394,671269,1154123
1395,671269,1154124
1396,671293,1132443
1397,672064,6130
1398,672070,1132443
1399,672070,1154123
1400,672070,1154124
1401,672070,6130
1402,672070,672071
1403,672071,1132443
1404,672071,1132461
1405,672071,6130
1406,672071,672070
1407,675649,1132505
1408,675756,1132505
1409,675756,675649
1410,675847,1132505
1411,682508,1132857
1412,683294,1132857
1413,683294,682508
1414,683355,683404
1415,683360,683404
1416,683404,683355
1417,684531,684372
1418,684972,395547
1419,684986,395553
1420,684986,684972
1421,687401,273949
1422,688824,1133008
1423,688849,1133010
1424,689152,289085
1425,693143,573535
1426,693143,695284
1427,696343,1133428
1428,696345,236759
1429,696345,2658
1430,696345,696342
1431,696345,696346
1432,709113,1134031
1433,709518,1134056
1434,711994,1134197
1435,714208,189774
1436,714256,1154232
1437,714256,1154233
1438,714256,189572
1439,714256,714260
1440,714256,714748
1441,714260,559804
1442,714260,714879
1443,714289,1154230
1444,714289,1154232
1445,714289,189571
1446,714289,559804
1447,714289,714208
1448,733167,1154276
1449,733534,1135122
1450,733534,948147
1451,733576,1135082
1452,734406,1135115
1453,735303,735311
1454,738941,1135455
1455,738941,162080
1456,739280,367312
1457,739280,746058
1458,739707,950305
1459,739816,1135894
1460,739816,1140543
1461,739816,1140548
1462,746058,367312
1463,751408,1135899
1464,752684,1135955
1465,753047,1136631
1466,753047,1136634
1467,753047,753070
1468,753047,753264
1469,753047,753265
1470,753047,767763
1471,753070,753047
1472,753070,753264
1473,753070,767763
1474,753264,753047
1475,753264,767763
1476,753265,753047
1477,754594,1136040
1478,755082,1136393
1479,756061,1136110
1480,756061,1136446
1481,756061,1136447
1482,762980,1136446
1483,762980,1136447
1484,763009,1136446
1485,763009,1136447
1486,763009,1136449
1487,763010,1136446
1488,763010,1136447
1489,763010,1136449
1490,763010,762980
1491,767763,1136631
1492,779960,1137140
1493,787016,573978
1494,814836,1138619
2721,815073,205196
2722,815096,205196
2723,817774,820661
2724,824245,1139009
2725,851968,1140231
2726,853114,19621
2727,853114,853116
2728,853114,853155
2729,853115,19621
2730,853115,853114
2731,853115,853116
2732,853115,853155
2733,853116,19621
2734,853116,853155
2735,853118,1140289
2736,853155,853118
2737,954315,1155073
2738,39127,1105932
2739,39127,1128881
2740,39127,1128927
2741,39127,1128935
2742,39127,116081
2743,39127,116084
2744,39127,116087
2745,39127,195150
2746,39127,277263
2747,39127,3231
2748,39127,46476
2749,39127,49660
2750,39127,52835
2751,39127,592826
2752,39127,592830
2753,39127,75972
2754,39130,346243
2755,39130,36620
2756,39130,39131
2757,39130,521252
2758,39131,1106330
2759,39131,1131728
2760,39131,3231
2761,39131,6334
2762,39165,1131137
2763,39165,118682
2764,39165,39126
2765,39199,39210
2766,39199,66982
2767,39199,66990
2768,39210,66982
2769,39210,66986
2770,39403,130
2771,39474,1694
2772,39890,1123689
2773,39890,1154229
2774,39890,1154232
2775,39890,1154233
2776,39890,149669
2777,39890,162664
2778,39890,189571
2779,39890,242663
2780,39890,294030
2781,39890,3191
2782,39890,51045
2783,39890,521855
2784,39890,523394
2785,39890,559804
2786,39890,653441
2787,39890,714256
2788,39890,714289
2789,39890,714975
2790,40124,1104258
2791,40124,1112723
2792,40125,1104258
2793,40131,118079
2794,40135,118079
2795,40135,13686
2796,40151,1104261
2797,40151,1132418
2798,40151,1152307
2799,40151,1152448
2800,40151,1152975
2801,40151,1153703
2802,40151,288
2803,40151,49660
2804,40151,671293
2805,40605,40583
2806,40605,633721
2807,40605,884094
2808,40886,1121459
2809,40886,112378
2810,40886,1131728
2811,40886,141868
2812,40886,145215
2813,40886,429805
2814,40886,654177
2815,41216,1104300
2816,41417,1108329
2817,41417,1113551
2818,41417,128383
2819,41666,943087
2820,41714,1033
2821,41714,1110515
2822,41714,144212
2823,41714,182094
2824,41714,190697
2825,41714,190706
2826,41714,197054
2827,41714,44455
2828,41714,568857
2829,41714,594047
2830,41714,61069
2831,42156,1116594
2832,42156,1118120
2833,42156,1152179
2834,42156,340299
2835,42207,219239
2836,42209,27199
2837,42221,248119
2838,42221,27199
2839,42221,42209
2840,42221,57948
2841,42221,989397
2842,42847,1104379
2843,42848,1104379
2844,42848,1116835
2845,43165,1131195
2846,43186,1135894
2847,43186,152731
2848,43186,16461
2849,43639,469504
2850,43639,99025
2851,43698,1129442
2852,43698,31349
2853,43698,686532
2854,44017,1106492
2855,44017,206524
2856,44017,48075
2857,44121,1104435
2858,44368,1128227
2859,44455,1128985
2860,44455,128540
2861,44455,227178
2862,44455,387795
2863,44455,41714
2864,44455,568857
2865,44514,210871
2866,44514,253971
2867,44514,606479
2868,45052,1131266
2869,45052,27250
2870,45188,1130929
2871,45188,192734
2872,45188,350362
2873,45188,45189
2874,45188,976284
2875,45189,1105450
2876,45189,1106401
2877,45189,1132385
2878,45189,192734
2879,45189,192850
2880,45189,272720
2881,45189,45188
2882,45189,976284
2883,45212,1105764
2884,45212,120013
2885,45533,1104495
2886,45533,1106771
2887,45533,1115456
2888,45533,1116974
2889,45533,34266
2890,45533,87482
2891,45603,1104647
2892,45603,1125092
2893,45605,1033
2894,45605,1035
2895,45605,1131639
2896,45605,144212
2897,45605,190706
2898,45605,240791
2899,45605,503871
2900,45605,682815
2901,45605,975567
2902,46079,1152569
2903,46079,69284
2904,46452,1153091
2905,46452,582343
2906,46468,27249
2907,46470,1105450
2908,46491,107251
2909,46491,107252
2910,46491,1105672
2911,46491,1118823
2912,46491,1120169
2913,46491,1152290
2914,46491,137380
2915,46491,308232
2916,46491,37541
2917,46491,389715
2918,46491,46547
2919,46491,51834
2920,46500,57764
2921,46501,1153275
2922,46501,57764
2923,46547,107251
2924,46547,1118823
2925,46547,1786
2926,46547,389715
2927,46887,1111788
2928,46887,1153106
2929,46887,235776
2930,46887,45212
2931,46887,6311
2932,47570,385067
2933,47682,1125393
2934,47682,47683
2935,47682,47684
2936,47839,1124837
2937,48550,133563
2938,48550,227286
2939,48555,133563
2940,48555,48550
2941,48764,1104647
2942,48764,1125092
2943,48766,1104647
2944,48766,595056
2945,48768,1104647
2946,48781,1120643
2947,48781,1134865
2948,48781,397488
2949,48781,423816
2950,49482,1112369
2951,49482,217984
2952,49482,631052
2953,49482,7297
2954,49660,3237
2955,49660,66594
2956,49720,49753
2957,49753,49720
2958,49811,3233
2959,49811,463825
2960,49843,1106388
2961,49843,49844
2962,49843,49847
2963,49844,1127851
2964,49847,49844
2965,50336,13269
2966,50336,35922
2967,50336,390894
2968,50336,50337
2969,50336,683355
2970,50337,13269
2971,50337,390894
2972,50337,396412
2973,50354,123556
2974,50354,14807
2975,50354,289088
2976,50381,62274
2977,50807,1104749
2978,50838,1126503
2979,50838,25794
2980,50980,73972
2981,51045,242663
2982,51049,1134320
2983,51049,1154232
2984,51049,242663
2985,51049,39890
2986,51049,51045
2987,51052,242663
2988,51052,51045
2989,51180,1107319
2990,51180,12195
2991,51180,12350
2992,51180,50381
2993,51866,1119078
2994,51866,22883
2995,51866,27535
2996,51866,34961
2997,51879,1114664
2998,51879,22883
2999,51879,51866
3000,51879,51909
3001,51909,1105428
3002,51909,173884
3003,51909,502574
3004,51934,14545
3005,52000,1104809
3006,52000,52007
3007,52003,1104809
3008,52003,1112194
3009,52003,52000
3010,52007,1104809
3011,52515,300806
3012,52515,39199
3013,52515,446271
3014,52784,1104851
3015,52835,1115471
3016,52847,1131471
3017,52847,1153811
3018,53942,1117184
3019,53942,56167
3020,54129,108047
3021,54129,1128291
3022,54129,1128319
3023,54129,1136791
3024,54129,117315
3025,54129,117316
3026,54129,17477
3027,54129,28336
3028,54129,578645
3029,54129,578646
3030,54129,578649
3031,54129,578780
3032,54129,593022
3033,54129,594543
3034,54131,1128982
3035,54131,1153897
3036,54131,141324
3037,54131,243483
3038,54131,459213
3039,54131,459214
3040,54131,578780
3041,54131,593859
3042,54131,593942
3043,54131,59715
3044,54131,66563
3045,54132,1117476
3046,54132,1128985
3047,54132,578780
3048,54132,579008
3049,54132,593921
3050,54132,594387
3051,54132,59715
3052,54132,62634
3053,54550,5600
3054,54844,1104946
3055,55403,1128531
3056,55770,1114777
3057,55770,208345
3058,55770,521207
3059,55801,208345
3060,55968,892139
3061,56112,1104999
3062,56112,1107674
3063,56112,127033
3064,56112,56115
3065,56112,56119
3066,56112,63832
3067,56112,83725
3068,56115,1104999
3069,56115,1107674
3070,56115,1129573
3071,56115,127033
3072,56115,135130
3073,56115,56119
3074,56115,62718
3075,56115,63486
3076,56115,63832
3077,56115,69284
3078,56119,1104999
3079,56119,1105221
3080,56119,127033
3081,56119,63832
3082,56167,1117184
3083,56167,1119178
3084,56167,1152308
3085,56167,239810
3086,56167,359067
3087,56708,28287
3088,56708,308529
3089,56708,56709
3090,56709,1128959
3091,56709,18834
3092,56709,28287
3093,56709,308529
3094,56709,416455
3095,57119,1129570
3096,57119,1132731
3097,57119,1152676
3098,57119,1153942
3099,57119,28456
3100,57119,592975
3101,57119,592986
3102,57119,593060
3103,57119,595056
3104,57119,606647
3105,57119,647408
3106,57764,711527
3107,57773,1154524
3108,57773,235670
3109,57922,1118658
3110,57922,57948
3111,57932,6925
3112,57948,1114526
3113,57948,1118658
3114,57948,57922
3115,58268,13024
3116,58268,137956
3117,58268,899119
3118,58436,1114239
3119,58436,87417
3120,58453,87417
7033,58454,144679
7034,58454,87417
7035,58540,181782
7036,58552,1113828
7037,58552,248395
7038,58758,1128204
7039,58758,1128208
7040,58758,1688
7041,58758,33895
7042,58758,576973
7043,58758,69284
7044,59045,1121867
7045,59626,102406
7046,59626,124734
7047,59626,217115
7048,59626,249858
7049,59626,6125
7050,59715,96845
7051,59772,35335
7052,59798,1152277
7053,59798,1152673
7054,59798,1154251
7055,59798,180373
7056,59798,25181
7057,59798,27174
7058,59798,30895
7059,59798,96335
7060,60159,399370
7061,60159,60169
7062,60169,399370
7063,60170,399370
7064,60682,63477
7065,61069,1107062
7066,61069,1129610
7067,61069,1153816
7068,61069,28456
7069,61069,975567
7070,61073,975567
7071,61312,1105231
7072,61417,1106764
7073,61417,212777
7074,61417,94416
7075,62274,32260
7076,62274,50381
7077,62274,94713
7078,62329,1131565
7079,62329,195792
7080,62329,251756
7081,62329,593155
7082,62329,650834
7083,62347,62333
7084,62389,1107325
7085,62417,1107558
7086,62417,41216
7087,62607,294145
7088,62634,243483
7089,62676,14083
7090,62676,312409
7091,62718,127033
7092,63486,509379
7093,63486,83461
7094,63486,96845
7095,63549,1105344
7096,63812,1105360
7097,63812,1121057
7098,63812,1125393
7099,63835,1110531
7100,63835,95586
7101,63915,145215
7102,63915,38000
7103,63915,6935
7104,63915,6939
7105,63931,1117786
7106,63931,136766
7107,63931,136768
7108,63931,13717
7109,63931,6939
7110,64271,1152244
7111,64271,38829
7112,64271,73327
7113,64271,91852
7114,64271,95188
7115,64319,111866
7116,64319,249858
7117,64484,1105394
7118,64519,154134
7119,64519,37483
7120,64519,63835
7121,65057,1125909
7122,65057,134307
7123,65057,519353
7124,65057,74698
7125,65074,1110209
7126,65074,1117920
7127,65074,134307
7128,65074,134316
7129,65074,142268
7130,65074,23070
7131,65074,65057
7132,65074,714748
7133,65074,74698
7134,65074,87915
7135,65212,1105433
7136,65212,1154042
7137,65212,23116
7138,65650,1105450
7139,65650,1118764
7140,65650,309476
7141,65650,5038
7142,65653,1105450
7143,65653,1112319
7144,66556,1129778
7145,66556,141324
7146,66556,54131
7147,66556,593859
7148,66556,66563
7149,66563,1123530
7150,66563,96845
7151,66564,141324
7152,66564,593859
7153,66564,593942
7154,66564,66563
7155,66594,8821
7156,66596,362926
7157,66596,8821
7158,66751,1135750
7159,66751,1138043
7160,66751,573535
7161,66751,693143
7162,66751,695284
7163,66782,1105505
7164,66782,51834
7165,66794,1102646
7166,66794,1105505
7167,66794,1153031
7168,66805,509315
7169,66805,82090
7170,66809,82090
7171,66982,39210
7172,66986,39210
7173,66990,1117501
7174,66990,1152490
7175,66990,1153861
7176,66990,390889
7177,66990,39210
7178,67245,31769
7179,67245,67246
7180,67246,31769
7181,67292,1105530
7182,67415,1110256
7183,67415,1135746
7184,67415,12195
7185,67415,164
7186,67415,171954
7187,67415,38722
7188,67415,51180
7189,67584,1127558
7190,67584,1127566
7191,67584,562067
7192,67633,1114777
7193,67633,55801
7194,68115,47684
7195,68224,1105574
7196,68224,1128425
7197,68224,1130680
7198,68224,582139
7199,69198,231198
7200,69198,411005
7201,69198,8581
7202,69284,206371
7203,69284,69296
7204,69296,206371
7205,69392,1132461
7206,70281,1105672
7207,70281,1106630
7208,70442,1107215
7209,70442,70441
7210,70444,1107215
7211,70444,1108329
7212,70444,128383
7213,70444,70441
7214,70444,70442
7215,70520,27631
7216,70520,36167
7217,70970,1129683
7218,70970,593068
7219,70970,593329
7220,71336,1105718
7221,71736,1152259
7222,71736,1152991
7223,71904,239800
7224,71904,95718
7225,72056,1135122
7226,72101,1118347
7227,72406,1105764
7228,72805,899085
7229,72908,1127863
7230,72908,6923
7231,72908,93923
7232,72908,954315
7233,73119,14429
7234,73119,14431
7235,73146,1108389
7236,73146,116790
7237,73146,18774
7238,73146,35778
7239,73162,1134320
7240,73162,1134348
7241,73162,189774
7242,73162,519353
7243,73162,521855
7244,73162,559804
7245,73162,653441
7246,73162,714260
7247,73162,714748
7248,73162,714879
7249,73323,1105810
7250,73323,28447
7251,73327,1105810
7252,73327,1106236
7253,73327,1153166
7254,73327,1153724
7255,73327,1153728
7256,73712,1112194
7257,73712,52003
7258,73972,50980
7259,74427,1106771
7260,74427,1116974
7261,74427,34257
7262,74427,34266
7263,74427,368605
7264,74427,87482
7265,74698,134307
7266,74698,23070
7267,74700,134307
7268,74700,23069
7269,74749,10186
7270,74749,1113852
7271,74749,2354
7272,74821,1120252
7273,74821,1131149
7274,74821,1131150
7275,74920,1105877
7276,74921,1105877
7277,74937,1105877
7278,74937,74920
7279,74937,74921
7280,74975,1107041
7281,74975,1128407
7282,74975,38845
7283,74975,38846
7284,74975,3932
7285,75121,1105887
7286,75121,1106388
7287,75121,22431
7288,75121,417017
7289,75318,103430
7290,75318,1121569
7291,75318,141171
7292,75674,1109957
7293,75674,686015
7294,75693,214472
7295,75694,214472
7296,75695,1113035
7297,75695,1120059
7298,75695,139547
7299,75695,911198
7300,75969,1105932
7301,75969,1128856
7302,75969,1128935
7303,75969,1153811
7304,75969,591017
7305,75969,592830
7306,75972,1105932
7307,75972,1128935
7308,75972,592830
7309,75983,1106568
7310,75983,1115790
7311,77108,1138043
7312,77108,77112
7313,77438,106590
7314,77438,1129994
7315,77438,1152633
7316,77438,1153262
7317,77438,158172
7318,77438,293974
7319,77438,37888
7320,77438,589923
7321,77438,590022
7322,77515,9513
7323,77758,1129907
7324,77758,1131745
7325,77758,180373
7326,77758,25772
7327,77758,289885
7328,77758,294030
7329,77758,424
7330,77758,613409
7331,77758,910
7332,77826,3112
7333,77826,470511
7334,77829,3112
7335,77829,470511
7336,78508,1120138
7337,78511,575402
7338,78511,735303
7339,78511,9586
7340,78552,33818
7341,78552,78511
7342,78552,78557
7343,78552,9586
7344,78555,1120138
7345,78555,33818
7346,78555,78557
7347,78557,1120138
7348,78557,33818
7349,78557,78511
7350,78557,78549
7351,78557,9586
7352,78994,662279
7353,78994,662572
7354,79809,1121659
7355,79809,1131466
7356,79809,11342
7357,79809,1153275
7358,79809,31863
7359,79809,358866
7360,79809,79817
7361,79809,91581
7362,79817,1131466
7363,80491,314459
7364,80491,7532
7365,80491,80515
7366,80515,1121603
7367,80515,314459
7368,80656,13652
7369,80656,13654
7370,80656,13656
7371,81350,1106172
7372,81350,892139
7373,81714,81722
7374,82090,82087
7375,82098,82087
7376,82664,1106236
7377,82664,3097
7378,82666,101143
7379,82666,1106236
7380,82666,3097
7381,82920,1119708
7382,82920,1125492
7383,82920,1127913
7384,82920,1128198
7385,82920,1129367
7386,82920,1129683
7387,82920,1152358
7388,82920,1152421
7389,82920,1153280
7390,82920,1153943
7391,82920,1154459
7392,82920,259702
7393,82920,273152
7394,82920,307015
7395,82920,35
7396,82920,513189
7397,82920,573978
7398,82920,576691
7399,82920,608326
7400,82920,70970
7401,82920,81714
7402,82920,84021
7403,82920,98698
7404,83449,218682
7405,83449,22869
7406,83449,22874
7407,83461,954315
7408,83725,12576
7409,83725,56112
7410,83725,56115
7411,83725,56119
7412,83725,62718
7413,83746,294239
7414,83826,1106287
7415,83847,1106287
7416,83847,1117501
7417,83847,1130678
7418,83847,66986
7419,84020,1106298
7420,84020,1106492
7421,84021,1106298
7422,84021,1133047
7423,84021,18582
7424,84021,263279
7425,84021,415693
7426,84021,509233
7427,84021,98698
7428,85299,23258
7429,85299,299197
7430,85299,575292
7431,85324,299197
7432,85324,628751
7433,85352,1114331
7434,85352,1127430
7435,85352,1129027
7436,85352,1152421
7437,85352,1153280
7438,85352,1153943
7439,85352,1154459
7440,85352,152483
7441,85352,561238
7442,85352,574462
7443,85352,576691
7444,85352,577086
7445,85352,593091
7446,85352,640617
7447,85352,66556
7448,85352,682815
7449,85449,1120169
7450,85449,1152290
7451,85452,1120169
7452,85452,1152290
7453,85688,6539
7454,85688,75121
7455,85688,8224
7456,85688,8703
7457,85688,97892
7458,86258,1106418
7459,86359,1133469
7460,86359,1152740
7461,86359,1152944
7462,86359,18834
7463,86923,1114184
7464,86923,18532
7465,87363,593328
7466,87417,1128453
7467,87417,289779
7468,87417,289780
7469,87417,289781
7470,87417,801170
7471,87482,34266
7472,87915,1110209
7473,87915,1153786
7474,87915,142268
7475,87915,23070
7476,89308,101145
7477,89308,103528
7478,89335,59244
7479,89416,1106546
7480,89416,1153024
7481,89416,137130
7482,89416,506
7483,89416,65074
7484,89547,1112319
7485,89547,1116328
7486,89547,1132385
7487,89547,1152379
7488,89547,237376
7489,89547,28471
7490,89547,45188
7491,89547,45189
7492,89547,66805
7493,89547,6771
7494,89547,91975
7495,89547,976284
7496,90470,106590
7497,90470,1129994
7498,90655,1122642
7499,90655,34263
7500,90888,1113934
7501,90888,13885
7502,90888,340075
7503,91038,52515
7504,91581,31863
7505,91581,358894
7506,91852,20178
7507,91853,1110579
7508,91853,1116397
7509,91853,1116410
7510,91853,20178
7511,91975,1113459
7512,92065,1106671
7513,92589,1131137
7514,92589,173884
7515,92589,39165
7516,93273,248119
7517,93273,989397
7518,93318,1126050
7519,93555,1152958
7520,93555,119761
7521,93555,143801
7522,93555,284023
7523,93555,284025
7524,93755,175576
7525,93923,6941
7526,94229,1111733
7527,94229,1123087
7528,94416,1106764
7529,94639,141324
7530,94639,593105
7531,94639,593813
7532,94639,593859
7533,94639,593942
7534,94639,62634
7535,94641,1102550
7536,94641,1129018
7537,94641,1153897
7538,94641,116553
7539,94641,594387
7540,94641,62634
7541,95188,1110579
7542,95188,1116410
7543,95198,1110579
7544,95225,42207
7545,95586,95589
7546,95588,95579
7547,95594,1153287
7548,95594,7430
7549,95594,95589
7550,95597,95579
7551,95642,1107367
7552,95642,28447
7553,95642,990075
7554,95718,32698
7555,95719,32698
7556,96847,594025
7557,96851,594387
7558,96851,96847
7559,97377,211432
7560,97377,3240
7561,97377,39130
7562,97390,100935
7563,97390,1152358
7564,97390,1153943
7565,97390,33907
7566,97390,98693
7567,97645,33907
7568,97645,593091
7569,98693,1152358
7570,98693,575331
7571,98698,84021
7572,99023,578306
7573,99023,578309
7574,99023,578347
7575,99030,578337
7576,100197,193931
7577,100197,447250
7578,100197,688361
7579,100701,1107041
7580,100935,1120643
7581,100935,1134865
7582,100961,60169
7583,101143,101145
7584,101143,596075
7585,101261,101263
7586,101263,1112099
7587,101263,1139928
7588,101263,28456
7589,101660,1107095
7590,101662,1107095
7591,101811,101662
7592,101811,1153064
7593,101811,151430
7594,101811,6935
7595,102061,509315
7596,102879,9513
7597,102884,9513
7598,102938,143676
7599,102939,102938
7600,102939,143676
7601,103430,1154074
7602,103430,75318
7603,103482,1114388
7604,103482,1119140
7605,103482,1128990
7606,103482,27510
7607,103482,27514
7608,103515,1113742
7609,103515,1127913
7610,103515,1128314
7611,103515,1129778
7612,103515,1153853
7613,103515,246618
7614,103515,459214
7615,103515,54131
7616,103515,575402
7617,103528,103529
7618,103528,1107171
7619,103529,1107171
7620,103531,1107171
7621,103531,656048
7622,103537,126912
7623,103543,126912
7624,103543,126927
7625,105856,193931
7626,105856,273949
7627,105856,289085
7628,105865,193931
7629,105865,193932
7630,105899,1111304
7631,106590,1095507
7632,106590,1129994
7633,107177,1119751
7634,107251,107252
7635,107251,389715
7636,107569,1107385
7637,107569,1120777
7638,108047,1107418
7639,108047,1128319
7640,108047,1153853
7641,108047,1153899
7642,108047,28336
7643,108047,578645
7644,108047,578646
7645,108047,578649
7646,108047,578898
7647,108962,108963
7648,108962,1095507
7649,108962,159897
3,4335,1136310
4,4335,1136397
9,4335,1140547
10,4335,116790
11,4335,1717
12,4335,239800
17,4335,32698
18,4335,35922
19,4335,390889
20,4335,46468
25,4335,62274
26,4335,62417
27,4335,755082
28,4335,95718
29,4553,1102548
30,4584,1031453
31,4584,1102550
32,4584,1113739
33,4584,1116347
34,4584,1120020
55,4584,1128839
56,4584,1130567
57,4584,1130600
58,4584,124064
59,4584,1272
60,4584,128
61,4584,132806
62,4584,13885
63,4584,13917
64,4584,168410
65,4584,188471
66,4584,193742
67,4584,28278
68,4584,28287
69,4584,293285
70,4584,36167
71,4584,6151
72,4584,6155
73,4584,6184
74,4584,6196
147,4584,6210
148,4584,6213
149,4584,6214
150,4584,628500
151,4584,628815
152,4584,782486
153,4584,976334
154,4637,164
155,4649,1105887
156,4649,1127851
157,4649,135765
158,4649,135766
159,4649,411092
160,4649,434
161,4649,449841
162,4649,6917
163,4649,8703
164,4660,18615
165,4660,429781
166,4660,5038
167,4660,582343
168,4804,102884
169,4804,1108175
170,4804,1112574
171,4804,1153262
172,4804,12182
173,4804,12210
174,4804,157761
175,4804,164
176,4804,25805
177,4804,45189
178,4804,68505
179,4804,77515
180,4804,976284
181,4804,989397
182,4878,1102567
183,4983,7867
184,5055,1104851
185,5055,1107861
186,5055,1119751
303,5055,1121867
304,5055,129897
305,5055,167656
306,5062,1120563
307,5062,28026
308,5062,5064
309,5062,5069
310,5062,521207
311,5064,1120563
312,5064,1121176
313,5064,1129106
314,5064,272345
315,5064,28026
316,5064,385067
317,5064,5069
318,5069,1120563
319,5069,385067
320,5069,5064
321,5075,1120563
322,5075,5064
323,5075,5069
324,5086,109323
325,5086,1105698
326,5086,129896
327,5086,137849
328,5086,3187
329,5086,3191
330,5086,354004
331,5086,423463
332,5086,440815
333,5086,561364
334,5086,79809
335,5194,1152714
336,5194,133550
337,5194,133563
338,5194,133566
339,5194,140569
340,5348,1108050
341,5348,1114192
342,5348,1118083
343,5348,1120197
344,5348,1120858
345,5348,1123239
346,5348,1132968
347,5348,139547
348,5348,256106
349,5348,2695
350,5348,2696
351,5348,342802
352,5348,75695
567,5348,911198
568,5348,99025
569,5454,1105574
570,5454,1128425
571,5454,1130680
572,5462,1129111
573,5462,119956
574,5462,227286
575,5462,910
576,5600,1022969
577,5600,1117833
578,5600,255233
579,5600,33303
580,5600,77826
581,5869,1110520
582,5869,910
583,5959,1102625
584,5959,152226
585,5959,545647
586,5959,582511
587,5966,1102625
588,5966,1106388
589,5966,1107861
590,5966,1110390
591,5966,1114502
592,5966,68463
593,5966,86840
594,5966,8699
595,6125,1107572
596,6125,12211
597,6125,27612
598,6125,28641
599,6125,385251
600,6130,1132461
601,6130,1154123
602,6130,1154124
603,6130,671269
604,6130,675847
605,6151,1106547
606,6151,1107355
607,6151,1130567
608,6151,1385
609,6151,193742
610,6151,6152
611,6151,6155
612,6151,6213
613,6151,6214
614,6152,299195
615,6155,1126029
616,6163,1106966
617,6163,1111052
618,6163,1113739
619,6163,130
620,6163,134128
621,6163,20534
622,6163,28202
623,6163,96847
624,6169,1106406
625,6169,1114629
626,6169,1130567
627,6169,170338
